"State Name","County Name","Estimates: Total","county","Rent_At_Level","Gap","Total","At_This_Level","Above_This_Level","Vacant","Substandard","Substandard_Vacant"
,,,16033,Extremely low (0-30% AMI),2.4414102303,3.2514774811,0.8100672509,1.3144487467,,0,
,,,16033,Very low (31-50%),-0.549724883,2.5086610964,2.5596087222,1.2069492562,0.5033625433,0,0.0045852863
,,,16033,Low (51-80%),-0.38669248,2.5779498675,2.5779498675,1.330751987,0.4641328714,0.0774403913,0
,,,16033,Middle (81-120%),0.289891991,0.8712044019,0.4570002038,0.1997146933,0.1243122071,0,0
,,,16033,High (over 120%),1.1636437742,1.4891991033,0.2420012227,0,0.1742408804,0,0.090686774
,,,16035,Extremely low (0-30% AMI),45.417745803,79.061870504,20.521822542,63.825419664,13.122302158,0,0
,,,16035,Very low (31-50%),-1.60383693,111.32086331,87.044604317,122.65707434,27.593285372,0.9112709832,0.8019184652
,,,16035,Low (51-80%),28.285851319,162.16978417,116.67913669,62.002877698,24.166906475,4.4105515588,2.551558753
,,,16035,Middle (81-120%),81.540527578,91.127098321,9.5865707434,4.8479616307,,0,
,,,16035,High (over 120%),43.485851319,51.395683453,7.9098321343,0,,0,
,,,16037,Extremely low (0-30% AMI),54.687589158,72.833095578,18.145506419,29.443651926,,0,
,,,16037,Very low (31-50%),-12.31383738,56.194008559,57.335235378,27.035663338,11.27532097,0,0.1027104137
,,,16037,Low (51-80%),-8.661911555,57.746077033,57.746077033,29.808844508,10.39657632,1.7346647646,0
,,,16037,Middle (81-120%),6.4935805991,19.514978602,10.236804565,4.4736091298,2.7845934379,0,0
,,,16037,High (over 120%),26.065620542,33.358059914,5.4208273894,0,3.9029957204,0,2.0313837375
Idaho,Elmore County,26257,16039,Extremely low (0-30% AMI),448.94366197,648.15492958,180.29577465,608.64788732,18.915492958,0,0
Idaho,Elmore County,26257,16039,Very low (31-50%),127.85915493,757.57746479,540.16901408,242.30985915,103.91549296,14.366197183,0
Idaho,Elmore County,26257,16039,Low (51-80%),-283.4929577,709.45070423,674.73239437,289,318.21126761,0,0
Idaho,Elmore County,26257,16039,Middle (81-120%),177.18309859,217.88732394,16.521126761,177.90140845,24.183098592,0,0
Idaho,Elmore County,26257,16039,High (over 120%),442.23943662,442.23943662,45.732394366,0,,45.732394366,
,,,16041,Extremely low (0-30% AMI),78.714285714,141.89361702,60.234042553,60.320668693,9.009118541,6.0638297872,0
,,,16041,Very low (31-50%),7.9407294833,116.28115502,98.320668693,96.443768997,11.607902736,1.5881458967,0
,,,16041,Low (51-80%),-34.36170213,71.17781155,105.53951368,56.653495441,,0,
,,,16041,Middle (81-120%),78.974164134,82.179331307,3.2051671733,0,,0,
,,,16041,High (over 120%),72.737082067,72.737082067,3.5516717325,0,,3.5516717325,
,,,16043,Extremely low (0-30% AMI),161.1330752,214.59751376,53.464438557,86.753617281,,0,
,,,16043,Very low (31-50%),-36.28184227,165.57163236,168.93417567,79.658650907,33.221927858,0,0.3026288975
,,,16043,Low (51-80%),-25.52170369,170.14469126,170.14469126,87.829631139,30.632769513,5.1110658243,0
,,,16043,Middle (81-120%),19.132871408,57.499490524,30.16201345,13.181169757,8.2046056654,0,0
,,,16043,High (over 120%),76.800489097,98.287140819,15.972080701,0,11.499898105,0,5.9853270838
,,,16045,Extremely low (0-30% AMI),336.26760563,485.48075117,135.04507042,455.88920188,14.168075117,0,0
,,,16045,Very low (31-50%),95.769014085,567.44037559,404.5971831,181.49483568,77.834741784,10.76056338,0
,,,16045,Low (51-80%),-212.341784,531.39248826,505.38779343,216.46666667,238.34647887,0,0
,,,16045,Middle (81-120%),132.71361502,163.20187793,12.374647887,133.25164319,18.113615023,0,0
,,,16045,High (over 120%),331.24600939,331.24600939,34.254460094,0,,34.254460094,
,,,16047,Extremely low (0-30% AMI),203.28714107,271.56741573,68.280274657,321.12172285,,0,
,,,16047,Very low (31-50%),63.210362047,488.26529338,385.80399501,245.07303371,43.993757803,0,4.7428214732
,,,16047,Low (51-80%),-32.13670412,445.82521848,414.26092385,326.76404494,68.607365793,0,4.9063670412
,,,16047,Middle (81-120%),208.68414482,370.67602996,117.1803995,0,44.811485643,0,0
,,,16047,High (over 120%),302.15043695,354.23970037,52.089263421,0,,0,
,,,16049,Extremely low (0-30% AMI),95.018705036,165.4057554,42.93381295,133.5294964,27.45323741,0,0
,,,16049,Very low (31-50%),-3.355395683,232.89496403,182.10647482,256.61151079,57.728057554,1.9064748201,1.6776978417
,,,16049,Low (51-80%),59.176978417,339.27625899,244.10503597,129.71654676,50.55971223,9.2273381295,5.3381294964
,,,16049,Middle (81-120%),170.59136691,190.64748201,20.056115108,10.142446043,,0,
,,,16049,High (over 120%),90.976978417,107.52517986,16.548201439,0,,0,
Idaho,Jefferson County,26650,16051,Extremely low (0-30% AMI),223.14489505,297.18504178,74.040146729,120.14061545,,0,
Idaho,Jefferson County,26650,16051,Very low (31-50%),-50.24485429,229.29162421,233.94823721,110.31516201,46.007336458,0,0.4190951702
Idaho,Jefferson County,26650,16051,Low (51-80%),-35.34369268,235.62461789,235.62461789,121.63073161,42.421744447,7.0780517628,0
Idaho,Jefferson County,26650,16051,Middle (81-120%),26.49612798,79.628082331,41.769818626,18.253922967,11.362135724,0,0
Idaho,Jefferson County,26650,16051,High (over 120%),106.35704096,136.11279804,22.118911759,0,15.925616466,0,8.2887711433
Idaho,Jerome County,22488,16053,Extremely low (0-30% AMI),333.639201,445.70224719,112.06304619,527.03183521,,0,
Idaho,Jerome County,22488,16053,Very low (31-50%),103.74219725,801.35143571,633.1897628,402.21910112,72.20349563,0,7.784019975
Idaho,Jerome County,22488,16053,Low (51-80%),-52.74344569,731.69787765,679.89388265,536.29213483,112.59987516,0,8.0524344569
Idaho,Jerome County,22488,16053,Middle (81-120%),342.4968789,608.36142322,192.31897628,0,73.54556804,0,0
Idaho,Jerome County,22488,16053,High (over 120%),495.89575531,581.38576779,85.490012484,0,,0,
Idaho,Kootenai County,142541,16055,Extremely low (0-30% AMI),2621.6212987,4710.1476235,2035.079785,1134.7111528,230.2312484,176.78470859,0
Idaho,Kootenai County,142541,16055,Very low (31-50%),967.51941292,3989.3045482,2926.5406605,1324.5148903,95.244474785,0,0
Idaho,Kootenai County,142541,16055,Low (51-80%),-2416.057684,3898.8565577,5387.8223398,4485.3980715,1186.1020565,259.01015445,0
Idaho,Kootenai County,142541,16055,Middle (81-120%),1987.1149415,3314.3706801,1112.0991552,695.49022954,328.90178343,113.7452001,0
Idaho,Kootenai County,142541,16055,High (over 120%),3313.685468,3538.4350201,349.45814489,0,,124.70859288,
Idaho,Latah County,37988,16057,Extremely low (0-30% AMI),698.59664269,1216.0964029,315.65803357,981.73573141,201.84172662,0,0
Idaho,Latah County,37988,16057,Very low (31-50%),-24.66954436,1712.2906475,1338.8834532,1886.6594724,424.42829736,14.016786571,12.334772182
Idaho,Latah County,37988,16057,Low (51-80%),435.08105516,2494.4273381,1794.7093525,953.70215827,371.72517986,67.841247002,39.247002398
Idaho,Latah County,37988,16057,Middle (81-120%),1254.2220624,1401.6786571,147.45659472,74.569304556,,0,
Idaho,Latah County,37988,16057,High (over 120%),668.88105516,790.54676259,121.66570743,0,,0,
,,,16059,Extremely low (0-30% AMI),284.66843285,379.1222743,94.453841451,153.26472386,,0,
,,,16059,Very low (31-50%),-64.09792134,292.50988384,298.45037701,140.73028327,58.692072549,0,0.5346443856
,,,16059,Low (51-80%),-45.08834318,300.58895455,300.58895455,155.16568168,54.117892806,9.029549623,0
,,,16059,Middle (81-120%),33.801406154,101.58243326,53.286223762,23.286733238,14.494803342,0,0
,,,16059,High (over 120%),135.68086407,173.64061545,28.217342572,0,20.316486652,0,10.574077848
,,,16061,Extremely low (0-30% AMI),34.86011191,60.683453237,15.751398881,48.988808953,10.071942446,0,0
,,,16061,Very low (31-50%),-1.231015188,85.443645084,66.810551559,94.144684253,21.179056755,0.6994404476,0.6155075939
,,,16061,Low (51-80%),21.710631495,124.47242206,89.556354916,47.589928058,18.549160671,3.3852917666,1.9584332534
,,,16061,Middle (81-120%),62.585931255,69.944044764,7.3581135092,3.7210231815,,0,
,,,16061,High (over 120%),33.377298161,39.448441247,6.0711430855,0,,0,
,,,16063,Extremely low (0-30% AMI),41.27815231,55.142696629,13.86454432,65.204868914,,0,
,,,16063,Very low (31-50%),12.835081149,99.143945069,78.338826467,49.762921348,8.9330836454,0,0.9630461923
,,,16063,Low (51-80%),-6.525468165,90.526342072,84.11710362,66.350561798,13.930961298,0,0.9962546816
,,,16063,Middle (81-120%),42.374032459,75.267041199,23.793882647,0,9.0991260924,0,0
,,,16063,High (over 120%),61.352684145,71.929588015,10.57690387,0,,0,
Idaho,Madison County,37664,16065,Extremely low (0-30% AMI),1593.2643163,2121.9142042,528.64988792,857.80925209,,0,
Idaho,Madison County,37664,16065,Very low (31-50%),-358.7504585,1637.1522315,1670.4006521,787.65508457,328.49439576,0,2.9923578561
Idaho,Madison County,37664,16065,Low (51-80%),-252.3555125,1682.3700836,1682.3700836,868.44874669,302.89311188,50.537599348,0
Idaho,Madison County,37664,16065,Middle (81-120%),189.18351335,568.54799266,298.23833299,130.33380884,81.126146322,0,0
Idaho,Madison County,37664,16065,High (over 120%),759.39392704,971.85133483,157.92999796,0,113.70959853,0,59.18218871
Idaho,Minidoka County,20182,16067,Extremely low (0-30% AMI),196.45917603,262.44606742,65.986891386,310.33595506,,0,
Idaho,Minidoka County,20182,16067,Very low (31-50%),61.087265918,471.86554307,372.84569288,236.84157303,42.516104869,0,4.5835205993
Idaho,Minidoka County,20182,16067,Low (51-80%),-31.05730337,430.85093633,400.34681648,315.78876404,66.302996255,0,4.7415730337
Idaho,Minidoka County,20182,16067,Middle (81-120%),201.67490637,358.2258427,113.24456929,0,43.306367041,0,0
Idaho,Minidoka County,20182,16067,High (over 120%),292.00187266,342.34157303,50.339700375,0,,0,
Idaho,Nez Perce County,39641,16069,Extremely low (0-30% AMI),372.10679456,647.75251799,168.13493205,522.92054357,107.51079137,0,0
Idaho,Nez Perce County,39641,16069,Very low (31-50%),-13.14020783,912.0498801,713.15491607,1004.9272582,226.07130296,7.4660271783,6.5701039169
Idaho,Nez Perce County,39641,16069,Low (51-80%),231.74548361,1328.6541966,955.9501199,507.98848921,197.99904077,36.135571543,20.904876099
Idaho,Nez Perce County,39641,16069,Middle (81-120%),668.06011191,746.60271783,78.542605915,39.719264588,,0,
Idaho,Nez Perce County,39641,16069,High (over 120%),356.27881695,421.08393285,64.805115907,0,,0,
,,,16071,Extremely low (0-30% AMI),48.057142857,86.629787234,36.774468085,36.827355623,5.5003039514,3.7021276596,0
,,,16071,Very low (31-50%),4.8480243161,70.992705167,60.027355623,58.881458967,7.0869300912,0.9696048632,0
,,,16071,Low (51-80%),-20.9787234,43.455927052,64.434650456,34.588449848,,0,
,,,16071,Middle (81-120%),48.215805471,50.172644377,1.9568389058,0,,0,
,,,16071,High (over 120%),44.407902736,44.407902736,2.1683890578,0,,2.1683890578,
,,,16073,Extremely low (0-30% AMI),166.37323944,240.19859155,66.815492958,225.55774648,7.0098591549,0,0
,,,16073,Very low (31-50%),47.383098592,280.74929577,200.18028169,89.797183099,38.509859155,5.323943662,0
,,,16073,Low (51-80%),-105.0591549,262.91408451,250.04788732,107.1,117.92535211,0,0
,,,16073,Middle (81-120%),65.661971831,80.746478873,6.1225352113,65.928169014,8.961971831,0,0
,,,16073,High (over 120%),163.88873239,163.88873239,16.947887324,0,,16.947887324,
Idaho,Payette County,22613,16075,Extremely low (0-30% AMI),419.8943662,606.21549296,168.62957746,569.26478873,17.691549296,0,0
Idaho,Payette County,22613,16075,Very low (31-50%),119.58591549,708.55774648,505.21690141,226.63098592,97.191549296,13.436619718,0
Idaho,Payette County,22613,16075,Low (51-80%),-265.1492958,663.54507042,631.07323944,270.3,297.62112676,0,0
Idaho,Payette County,22613,16075,Middle (81-120%),165.71830986,203.78873239,15.452112676,166.39014085,22.618309859,0,0
Idaho,Payette County,22613,16075,High (over 120%),413.62394366,413.62394366,42.773239437,0,,42.773239437,
,,,16077,Extremely low (0-30% AMI),40.185714286,72.440425532,30.75106383,30.795288754,4.5993920973,3.0957446809,0
,,,16077,Very low (31-50%),4.0539513678,59.364589666,50.195288754,49.237082067,5.9261398176,0.8107902736,0
,,,16077,Low (51-80%),-17.54255319,36.338145897,53.880699088,28.923100304,,0,
,,,16077,Middle (81-120%),40.318389058,41.954711246,1.6363221884,0,,0,
,,,16077,High (over 120%),37.134194529,37.134194529,1.8132218845,0,,1.8132218845,
,,,16079,Extremely low (0-30% AMI),256.61199761,461.04309241,199.19959041,111.06886253,22.535711238,17.304206844,0
,,,16079,Very low (31-50%),94.703643656,390.48485366,286.45840089,129.64741019,9.3228091134,0,0
,,,16079,Low (51-80%),-236.4908269,381.63153853,527.37588531,439.04394573,116.09915522,25.352675143,0
,,,16079,Middle (81-120%),194.50465057,324.42034303,108.85553375,68.076627699,32.193873197,11.133714481,0
,,,16079,High (over 120%),324.35327246,346.35241915,34.205990272,0,,12.206843587,
,,,16081,Extremely low (0-30% AMI),199.70735684,265.97085796,66.263501121,107.52190748,,0,
,,,16081,Very low (31-50%),-44.96749541,205.20847768,209.37599348,98.728449154,41.175056042,0,0.3750764214
,,,16081,Low (51-80%),-31.63144487,210.87629916,210.87629916,108.85551253,37.966068881,6.3346240065,0
,,,16081,Middle (81-120%),23.713164867,71.264520073,37.38261667,16.336661912,10.168738537,0,0
,,,16081,High (over 120%),95.18606073,121.81648665,19.79570002,0,14.252904015,0,7.4181781129
Idaho,Twin Falls County,78846,16083,Extremely low (0-30% AMI),1137.7872659,1519.9483146,382.16104869,1797.3011236,,0,
Idaho,Twin Falls County,78846,16083,Very low (31-50%),353.78501873,2732.7947566,2159.3243446,1371.6606742,246.23071161,0,26.545318352
Idaho,Twin Falls County,78846,16083,Low (51-80%),-179.8674157,2495.2599251,2318.5962547,1828.8808989,383.9917603,0,27.460674157
Idaho,Twin Falls County,78846,16083,Middle (81-120%),1167.9940075,2074.6539326,655.85243446,0,250.80749064,0,0
Idaho,Twin Falls County,78846,16083,High (over 120%),1691.1198502,1982.6606742,291.54082397,0,,0,
,,,16085,Extremely low (0-30% AMI),117.51760563,169.66408451,47.195070423,159.32253521,4.9514084507,0,0
,,,16085,Very low (31-50%),33.469014085,198.30704225,141.3971831,63.428169014,27.201408451,3.7605633803,0
,,,16085,Low (51-80%),-74.2084507,185.70915493,176.62112676,75.65,83.296478873,0,0
,,,16085,Middle (81-120%),46.38028169,57.035211268,4.3246478873,46.568309859,6.3302816901,0,0
,,,16085,High (over 120%),115.76267606,115.76267606,11.971126761,0,,11.971126761,
,,,16087,Extremely low (0-30% AMI),234.15492958,338.057277,94.036619718,317.45164319,9.8657276995,0,0
,,,16087,Very low (31-50%),66.687323944,395.1286385,281.73521127,126.38122066,54.199061033,7.4929577465,0
,,,16087,Low (51-80%),-147.8610329,370.02723005,351.91924883,150.73333333,165.96901408,0,0
,,,16087,Middle (81-120%),92.41314554,113.64319249,8.6169014085,92.787793427,12.61314554,0,0
,,,16087,High (over 120%),230.65821596,230.65821596,23.85258216,0,,23.85258216,
Illinois,Adams County,67185,17001,Extremely low (0-30% AMI),1141.0070299,2121.2390158,980.23198594,1440.6010545,152.27592267,0,152.27592267
Illinois,Adams County,67185,17001,Very low (31-50%),604.14586995,2172.2337434,1370.483304,1711.1564148,376.08611599,0,178.48154657
Illinois,Adams County,67185,17001,Low (51-80%),380.33567663,1528.4253076,1148.0896309,582.89806678,,0,
Illinois,Adams County,67185,17001,Middle (81-120%),679.22144112,784.75219684,160.06678383,0,,54.53602812,
Illinois,Adams County,67185,17001,High (over 120%),898.07381371,898.07381371,111.19683656,0,,111.19683656,
,,,17003,Extremely low (0-30% AMI),63.60180299,261.22405453,187.43007916,158.17722076,24.35532102,10.523087071,3.6400615655
,,,17003,Very low (31-50%),59.366094987,164.72933157,107.21635884,181.47361478,15.950087951,5.9564643799,11.846745822
,,,17003,Low (51-80%),67.771328056,185.44459103,101.39226033,82.463940193,32.429639402,0,16.148636763
,,,17003,Middle (81-120%),145.00681618,167.64138083,22.634564644,0,,0,
,,,17003,High (over 120%),61.748680739,65.190193492,3.4415127529,0,,0,
,,,17005,Extremely low (0-30% AMI),159.44469672,365.13006812,205.68537139,200.89004217,13.187155368,0,13.187155368
,,,17005,Very low (31-50%),-18.15374635,347.14758352,288.91858579,335.67304573,76.38274408,0,0
,,,17005,Low (51-80%),118.85566007,157.04703211,69.703535517,194.72461888,8.0493026273,31.512163477,8.0493026273
,,,17005,Middle (81-120%),203.97275381,214.59098281,10.618228998,0,,0,
,,,17005,High (over 120%),239.937723,239.937723,17.639961077,0,,17.639961077,
Illinois,Boone County,54013,17007,Extremely low (0-30% AMI),612.61263362,793.07902677,180.46639315,364.25018324,,0,
Illinois,Boone County,54013,17007,Very low (31-50%),-304.7581982,456.03149838,599.56420568,327.97997677,212.9768831,51.751392154,0
Illinois,Boone County,54013,17007,Low (51-80%),-191.7455427,791.08858861,742.65459339,516.62928236,261.85319791,21.673659962,0
Illinois,Boone County,54013,17007,Middle (81-120%),230.66966674,361.3751059,130.70543916,150.38866096,,0,
Illinois,Boone County,54013,17007,High (over 120%),611.06451505,611.06451505,,,,,
,,,17009,Extremely low (0-30% AMI),33.975395431,63.16344464,29.188049209,42.896309315,4.5342706503,0,4.5342706503
,,,17009,Very low (31-50%),17.989455185,64.681898067,40.808435852,50.95254833,11.198594025,0,5.3145869947
,,,17009,Low (51-80%),11.32513181,45.51142355,34.18629174,17.356766257,,0,
,,,17009,Middle (81-120%),20.224956063,23.367311072,4.7662565905,0,,1.6239015817,
,,,17009,High (over 120%),26.741652021,26.741652021,3.3110720562,0,,3.3110720562,
Illinois,Bureau County,34336,17011,Extremely low (0-30% AMI),618.37187564,1109.8036984,476.946962,480.10729527,14.484860801,0,0
Illinois,Bureau County,34336,17011,Very low (31-50%),-231.2310506,807.72851047,965.48181264,710.81162365,98.497053444,0,25.019305019
Illinois,Bureau County,34336,17011,Low (51-80%),254.40682788,635.7537086,405.04938021,127.20341394,,23.702499492,
Illinois,Bureau County,34336,17011,Middle (81-120%),248.34952245,270.47185531,22.122332859,0,,0,
Illinois,Bureau County,34336,17011,High (over 120%),363.96504775,363.96504775,,,,,
,,,17013,Extremely low (0-30% AMI),61.560731389,87.22899434,27.440139312,52.174575533,0.5267740531,2.2986504136,0
,,,17013,Very low (31-50%),-4.908576404,55.574662603,68.169351328,64.050936003,3.1606443187,10.846756639,0
,,,17013,Low (51-80%),39.124945581,90.054418807,50.929473226,49.899869395,6.0100130605,0,6.0100130605
,,,17013,Middle (81-120%),44.632128864,46.332172399,1.700043535,1.1493252068,,0,
,,,17013,High (over 120%),36.32346539,36.32346539,,,,,
,,,17015,Extremely low (0-30% AMI),291.50407106,455.08660252,135.11917098,167.18134715,28.463360474,0,0
,,,17015,Very low (31-50%),-151.9681717,267.2938564,387.52701702,318.00444115,31.735011103,0,0
,,,17015,Low (51-80%),3.7623982235,328.96447076,246.84603997,213.63878608,147.38786084,16.358253146,52.67357513
,,,17015,Middle (81-120%),151.80458919,189.42857143,48.093264249,49.238341969,,10.469282013,
,,,17015,High (over 120%),324.87490748,324.87490748,,,,,
,,,17017,Extremely low (0-30% AMI),259.67435786,367.94775795,115.74749673,220.08184589,2.2220287331,9.6961253809,0
,,,17017,Very low (31-50%),-20.70526774,234.42403135,287.55071833,270.17849369,13.332172399,45.753591641,0
,,,17017,Low (51-80%),165.03613409,379.86591206,214.82977797,210.48672181,25.351327819,0,25.351327819
,,,17017,Middle (81-120%),188.26643448,195.43752721,7.1710927296,4.8480626905,,0,
,,,17017,High (over 120%),153.21898128,153.21898128,,,,,
Illinois,Champaign County,203586,17019,Extremely low (0-30% AMI),13494,15275,2030,1054,,249,
Illinois,Champaign County,203586,17019,Very low (31-50%),-522,8270,7960,5022,879,47,0
Illinois,Champaign County,203586,17019,Low (51-80%),-8674,5839,13816,3851,900,203,0
Illinois,Champaign County,203586,17019,Middle (81-120%),1853,4637,1798,508,1300,155,159
Illinois,Champaign County,203586,17019,High (over 120%),2037,2795,777,0,177,196,0
Illinois,Christian County,34553,17021,Extremely low (0-30% AMI),167.4127086,775.91784339,463.86392811,546.93774069,144.64120668,0,0
Illinois,Christian County,34553,17021,Very low (31-50%),-266.0892169,601.75802311,662.06033376,1329.6026958,205.78690629,0,0
Illinois,Christian County,34553,17021,Low (51-80%),698.74775353,925.61938383,226.8716303,436.03209243,,0,
Illinois,Christian County,34553,17021,Middle (81-120%),618.20410783,618.20410783,,,,,
Illinois,Christian County,34553,17021,High (over 120%),783.08664955,812.60526316,68.736200257,0,,39.21758665,
,,,17023,Extremely low (0-30% AMI),246.99936829,346.52558433,99.526216045,228.47441567,,0,
,,,17023,Very low (31-50%),-91.53506001,405.91440303,417.35628553,286.77353127,85.723310171,0,5.6301326595
,,,17023,Low (51-80%),47.765319015,231.74352495,183.97820594,138.93714466,,0,
,,,17023,Middle (81-120%),205.59065066,205.59065066,,,,,
,,,17023,High (over 120%),120.41219204,197.05464308,31.783006949,0,44.859444093,0,0
,,,17025,Extremely low (0-30% AMI),124.14403032,174.16677195,50.02274163,114.83322805,,0,
,,,17025,Very low (31-50%),-46.00631712,204.01610865,209.76689829,144.1348705,43.085281112,0,2.8297536323
,,,17025,Low (51-80%),24.007264687,116.4763108,92.469046115,69.831017056,,0,
,,,17025,Middle (81-120%),103.33164877,103.33164877,,,,,
,,,17025,High (over 120%),60.520214782,99.041377132,15.974415666,0,22.546746684,0,0
Illinois,Clinton County,38050,17027,Extremely low (0-30% AMI),250.08284383,390.30099251,80.251569779,117.11991088,59.966578894,0,0
Illinois,Clinton County,38050,17027,Very low (31-50%),20.729187766,359.05914523,298.94450071,304.27486328,39.385456755,0,0
Illinois,Clinton County,38050,17027,Low (51-80%),-175.013571,253.192222,415.91634596,177.2345554,12.289447033,0,0
Illinois,Clinton County,38050,17027,Middle (81-120%),124.81932348,241.19890622,116.37958274,17.767875228,,0,
Illinois,Clinton County,38050,17027,High (over 120%),284.13793802,284.13793802,,,,,
Illinois,Coles County,53705,17029,Extremely low (0-30% AMI),1538.1495878,2343.6114757,602.68332492,953.83644624,202.77856302,0,0
Illinois,Coles County,53705,17029,Very low (31-50%),-1051.339727,1839.844523,1858.9212519,1524.725223,1032.2629985,0,0
Illinois,Coles County,53705,17029,Low (51-80%),405.55712603,1862.4539795,1456.8968534,806.16843345,,0,
Illinois,Coles County,53705,17029,Middle (81-120%),295.33602558,943.2382635,540.50731954,19.076728925,107.39491839,0,0
Illinois,Coles County,53705,17029,High (over 120%),817.4731617,817.4731617,43.805821975,0,,43.805821975,
Illinois,Cook County,5227094,17031,Extremely low (0-30% AMI),195890.82338,252596.53855,56279.968634,34043.18328,4309.6650915,2044,1839.9185563
Illinois,Cook County,5227094,17031,Very low (31-50%),11808.36323,144584.71197,121790.34874,71872.610891,20523.649868,4154,5383.6498683
Illinois,Cook County,5227094,17031,Low (51-80%),-124355.6914,153206.68669,248836.16438,121148.90454,37057.063778,4630.9573753,3699.892677
Illinois,Cook County,5227094,17031,Middle (81-120%),44140.681678,131588.47981,76109.798135,40106.852336,13086,622,1126
Illinois,Cook County,5227094,17031,High (over 120%),83876.271574,125367.27157,37155.857664,0,6672.8074276,1603.8576639,733.80742759
,,,17033,Extremely low (0-30% AMI),267.61844599,375.45293746,107.83449147,247.54706254,,0,
,,,17033,Very low (31-50%),-99.17624763,439.79943146,452.19646241,310.71288692,92.87934302,0,6.1001263424
,,,17033,Low (51-80%),51.752684776,251.08907138,199.33638661,150.53537587,,0,
,,,17033,Middle (81-120%),222.75300063,222.75300063,,,,,
,,,17033,High (over 120%),130.46399242,213.50442198,34.436197094,0,48.60423247,0,0
,,,17035,Extremely low (0-30% AMI),66.302709069,101.02254753,25.978966852,41.115598183,8.7408716137,0,0
,,,17035,Very low (31-50%),-45.318526,79.307420495,80.129732458,65.724045095,44.496214033,0,0
,,,17035,Low (51-80%),17.481743227,80.282012452,62.800269224,34.750294464,,0,
,,,17035,Middle (81-120%),12.730607437,40.658758203,23.29883897,0.8223119637,4.6293117954,0,0
,,,17035,High (over 120%),35.237590443,35.237590443,1.8882719165,0,,1.8882719165,
Illinois,DeKalb County,104614,17037,Extremely low (0-30% AMI),3670.8387595,6137.1429013,2466.3041418,1062.3145477,,0,
Illinois,DeKalb County,104614,17037,Very low (31-50%),-436.1993612,2980.5511024,2359.6390892,2527.0078302,1057.1113744,0,0
Illinois,DeKalb County,104614,17037,Low (51-80%),-1876.611168,2513.999897,4114.8428807,1744.7974449,275.76818463,0,0
Illinois,DeKalb County,104614,17037,Middle (81-120%),1352.8250567,1580.8974861,228.07242943,493.43426746,,0,
Illinois,DeKalb County,104614,17037,High (over 120%),1998.8857408,1998.8857408,215.06449619,0,65.039666186,215.06449619,65.039666186
,,,17039,Extremely low (0-30% AMI),73.131578947,338.94736842,202.63157895,238.92105263,63.184210526,0,0
,,,17039,Very low (31-50%),-116.2368421,262.86842105,289.21052632,580.81578947,89.894736842,0,0
,,,17039,Low (51-80%),305.23684211,404.34210526,99.105263158,190.47368421,,0,
,,,17039,Middle (81-120%),270.05263158,270.05263158,,,,,
,,,17039,High (over 120%),342.07894737,354.97368421,30.026315789,0,,17.131578947,
,,,17041,Extremely low (0-30% AMI),232.97526502,354.97425543,91.28520949,144.47248864,30.713780919,0,0
,,,17041,Very low (31-50%),-159.2407875,278.67137809,281.56082786,230.94194851,156.35133771,0,0
,,,17041,Low (51-80%),61.427561837,282.09591116,220.66834932,122.10600707,,0,
,,,17041,Middle (81-120%),44.73296315,142.86723877,81.867743564,2.8894497728,16.266532055,0,0
,,,17041,High (over 120%),123.8182736,123.8182736,6.6350328117,0,,6.6350328117,
Illinois,DuPage County,927775,17043,Extremely low (0-30% AMI),14441,18025,3804,3239,,220,
Illinois,DuPage County,927775,17043,Very low (31-50%),10220,14530,3797,2099,513,0,0
Illinois,DuPage County,927775,17043,Low (51-80%),-14103,18355,30476,16000,2920,594,344
Illinois,DuPage County,927775,17043,Middle (81-120%),1490,16667,12684,8632,2867,374,0
Illinois,DuPage County,927775,17043,High (over 120%),13338,17252,4098,0,,184,
,,,17045,Extremely low (0-30% AMI),339.57243816,517.39172135,133.05249874,210.57546694,44.766784452,0,0
,,,17045,Very low (31-50%),-232.1009591,406.17667845,410.38818778,336.60878344,227.88944977,0,0
,,,17045,Low (51-80%),89.533568905,411.16809692,321.63452802,177.97526502,,0,
,,,17045,Middle (81-120%),65.200403836,208.23573953,119.32609793,4.2115093387,23.709237759,0,0
,,,17045,High (over 120%),180.47097426,180.47097426,9.6708732963,0,,9.6708732963,
,,,17047,Extremely low (0-30% AMI),32.117854002,131.91380827,94.649076517,79.876868953,12.299032542,5.3139841689,1.8381706245
,,,17047,Very low (31-50%),29.978891821,83.185576077,54.142480211,91.64116095,8.0545294635,3.0079155673,5.9824098505
,,,17047,Low (51-80%),34.223394899,93.646437995,51.201407212,41.642919965,16.3764292,0,8.1547933157
,,,17047,Middle (81-120%),73.226033421,84.656112577,11.430079156,0,,0,
,,,17047,High (over 120%),31.182058047,32.91996482,1.7379067722,0,,0,
Illinois,Effingham County,34298,17049,Extremely low (0-30% AMI),248.83036004,569.82419721,320.99383717,313.51021732,20.57995459,0,20.57995459
Illinois,Effingham County,34298,17049,Very low (31-50%),-28.33084658,541.76062277,450.88809601,523.85338956,119.20337334,0,0
Illinois,Effingham County,34298,17049,Low (51-80%),185.48686344,245.08855011,108.77975997,303.88842037,12.561790464,49.178073305,12.561790464
Illinois,Effingham County,34298,17049,Middle (81-120%),318.3211158,334.89198832,16.570872527,0,,0,
